Fix time interval of version 4.x,,,,,,,,,,,,,,,,,,,,,
,v4.0..v4.0.9,v4.1..v4.1.52,v4.2..v4.2.8,v4.3..v4.3.6,v4.4..v4.4.216,v4.5..v4.5.7,v4.6..v4.6.7,v4.7..v4.7.9,v4.8..v4.8.17,v4.9..v4.9.216,v4.10..v4.10.17,v4.11..v4.11.12,v4.12..v4.12.14,v4.13..v4.13.16,v4.14..v4.14.173,v4.15..v4.15.18,v4.16..v4.16.18,v4.17..v4.17.19,v4.18..v4.18.20,v4.19..v4.19.109,v4.20..v4.20.17
2509,,,,,26,,,,,5189,,,,,2017,,,,,14813,
2510,,,,,16721,,,,,3442,,,,,10139,,,,,11967,
2511,,,,,35456,,,,,51444,,,,,3108,,,,,0,
2512,,,,,31706,,,,,7308,,,,,3424,,,,,4998,
2513,,,,,3670,,,,,4196,,,,,0,,,,,2283,
2514,,,,,1,,,,,21191,,,,,7537,,,,,1024,
2515,,,,,53917,,,,,3215,,,,,8112,,,,,7843,
2516,,,,,18311,,,,,406,,,,,9404,,,,,1512,
2517,,,,,1497,,,,,11,,,,,4395,,,,,3653,
2518,,,,,12,,,,,16747,,,,,37166,,,,,2377,
2519,,,,,673,,,,,35456,,,,,0,,,,,1279,
2520,,,,,2973,,,,,35371,,,,,11940,,,,,1,
2521,,,,,233065,,,,,2,,,,,11471,,,,,1,
2522,,,,,945,,,,,1,,,,,26,,,,,5277,
2523,,,,,1961,,,,,2,,,,,5894,,,,,380,
2524,,,,,2680,,,,,1,,,,,989,,,,,3907,
2525,,,,,7209,,,,,53917,,,,,1820,,,,,8853,
2526,,,,,1,,,,,11502,,,,,2152,,,,,0,
2527,,,,,1,,,,,6809,,,,,67255,,,,,42631,
2528,,,,,3178,,,,,1497,,,,,3855,,,,,9405,
2529,,,,,75044,,,,,12,,,,,0,,,,,2571,
2530,,,,,26783,,,,,673,,,,,3026,,,,,6776,
2531,,,,,281,,,,,2973,,,,,1,,,,,2399,
2532,,,,,1446,,,,,13693,,,,,1,,,,,349,
2533,,,,,208,,,,,219372,,,,,1,,,,,1912,
2534,,,,,17778,,,,,945,,,,,3901,,,,,1639,
2535,,,,,61028,,,,,1961,,,,,6291,,,,,6288,
2536,,,,,64045,,,,,2680,,,,,5980,,,,,1014,
2537,,,,,45179,,,,,6051,,,,,3287,,,,,10254,
2538,,,,,1,,,,,1158,,,,,20,,,,,1355,
2539,,,,,63149,,,,,1,,,,,12152,,,,,7119,
2540,,,,,75922,,,,,1,,,,,1930,,,,,8885,
2541,,,,,162795,,,,,3178,,,,,581,,,,,935,
2542,,,,,4318,,,,,75044,,,,,11031,,,,,21490,
2543,,,,,2261,,,,,24544,,,,,1,,,,,4396,
2544,,,,,16153,,,,,2239,,,,,30444,,,,,2436,
2545,,,,,15219,,,,,281,,,,,3434,,,,,11454,
2546,,,,,4179,,,,,1446,,,,,8463,,,,,244,
2547,,,,,38897,,,,,208,,,,,4064,,,,,2667,
2548,,,,,9659,,,,,1290,,,,,239,,,,,989,
2549,,,,,0,,,,,16488,,,,,7860,,,,,18813,
2550,,,,,36750,,,,,59933,,,,,1346,,,,,5012,
2551,,,,,46234,,,,,1095,,,,,3025,,,,,0,
2552,,,,,5183,,,,,21959,,,,,110,,,,,1085,
2553,,,,,3,,,,,229,,,,,92,,,,,4678,
2554,,,,,17815,,,,,41857,,,,,1742,,,,,63,
2555,,,,,23036,,,,,17011,,,,,14080,,,,,3307,
2556,,,,,47093,,,,,28168,,,,,26868,,,,,12546,
2557,,,,,14161,,,,,1,,,,,15173,,,,,19772,
2558,,,,,44120,,,,,63149,,,,,8416,,,,,6364,
2559,,,,,23405,,,,,75484,,,,,21091,,,,,2226,
2560,,,,,3513,,,,,438,,,,,53734,,,,,2326,
2561,,,,,8498,,,,,32326,,,,,15621,,,,,3175,
2562,,,,,5212,,,,,1251,,,,,464,,,,,2230,
2563,,,,,79002,,,,,9441,,,,,100332,,,,,10532,
2564,,,,,174376,,,,,54858,,,,,33592,,,,,3437,
2565,,,,,1,,,,,19503,,,,,0,,,,,729,
2566,,,,,2514,,,,,8442,,,,,26939,,,,,0,
2567,,,,,5803,,,,,36974,,,,,7682,,,,,9010,
2568,,,,,83214,,,,,4318,,,,,1,,,,,43619,
2569,,,,,3878,,,,,2261,,,,,3899,,,,,2688,
2570,,,,,25418,,,,,16153,,,,,4816,,,,,14207,
2571,,,,,1597,,,,,1112,,,,,6121,,,,,4286,
2572,,,,,45603,,,,,7513,,,,,1,,,,,1211,
2573,,,,,7539,,,,,6594,,,,,0,,,,,5052,
2574,,,,,3657,,,,,2448,,,,,387,,,,,2,
2575,,,,,309,,,,,1731,,,,,1172,,,,,1,
2576,,,,,2884,,,,,3060,,,,,11464,,,,,1,
2577,,,,,21070,,,,,35837,,,,,3055,,,,,3,
2578,,,,,61336,,,,,4837,,,,,12358,,,,,5,
2579,,,,,86914,,,,,4822,,,,,4279,,,,,1,
2580,,,,,0,,,,,0,,,,,31248,,,,,1,
2581,,,,,0,,,,,36750,,,,,12924,,,,,3418,
2582,,,,,0,,,,,1374,,,,,767,,,,,68900,
2583,,,,,1,,,,,44860,,,,,1,,,,,2831,
2584,,,,,85140,,,,,5183,,,,,0,,,,,3846,
2585,,,,,46710,,,,,3,,,,,1,,,,,6418,
2586,,,,,72888,,,,,5683,,,,,1,,,,,10633,
2587,,,,,43771,,,,,9844,,,,,1,,,,,54507,
2588,,,,,15083,,,,,2232,,,,,4923,,,,,10,
2589,,,,,23095,,,,,3,,,,,1,,,,,20,
2590,,,,,40,,,,,27,,,,,1201,,,,,10,
2591,,,,,59,,,,,26,,,,,959,,,,,4730,
2592,,,,,79,,,,,890,,,,,2795,,,,,2762,
2593,,,,,67,,,,,3816,,,,,501,,,,,2364,
2594,,,,,74,,,,,0,,,,,16514,,,,,11273,
2595,,,,,56076,,,,,18330,,,,,8392,,,,,1160,
2596,,,,,12465,,,,,33787,,,,,36242,,,,,672,
2597,,,,,74511,,,,,13306,,,,,0,,,,,1345,
2598,,,,,0,,,,,12376,,,,,3497,,,,,3865,
2599,,,,,21210,,,,,1785,,,,,938,,,,,5058,
2600,,,,,52105,,,,,12601,,,,,4906,,,,,2242,
2601,,,,,8895,,,,,0,,,,,9796,,,,,2177,
2602,,,,,7282,,,,,2227,,,,,9383,,,,,5032,
2603,,,,,41680,,,,,5644,,,,,59948,,,,,1003,
2604,,,,,47114,,,,,636,,,,,825,,,,,4260,
2605,,,,,187267,,,,,23012,,,,,4477,,,,,1276,
2606,,,,,54686,,,,,22552,,,,,14995,,,,,5373,
2607,,,,,22204,,,,,473,,,,,1784,,,,,1468,
2608,,,,,0,,,,,1,,,,,40297,,,,,4010,
2609,,,,,21708,,,,,1,,,,,23624,,,,,11316,
2610,,,,,41865,,,,,378,,,,,18029,,,,,0,
2611,,,,,5414,,,,,3095,,,,,6100,,,,,0,
2612,,,,,18889,,,,,418,,,,,70326,,,,,43,
2613,,,,,73720,,,,,8498,,,,,82358,,,,,13346,
2614,,,,,12521,,,,,5212,,,,,6328,,,,,2889,
2615,,,,,2884,,,,,79002,,,,,77235,,,,,3195,
2616,,,,,2949,,,,,89636,,,,,1292,,,,,171,
2617,,,,,58036,,,,,71933,,,,,1,,,,,699,
2618,,,,,14016,,,,,7999,,,,,7679,,,,,59,
2619,,,,,67209,,,,,3643,,,,,0,,,,,467,
2620,,,,,1787,,,,,1165,,,,,15835,,,,,1120,
2621,,,,,15910,,,,,1,,,,,5771,,,,,1209,
2622,,,,,19338,,,,,2514,,,,,11064,,,,,1437,
2623,,,,,382,,,,,5803,,,,,1373,,,,,650,
2624,,,,,326036,,,,,63986,,,,,1,,,,,11,
2625,,,,,8425,,,,,8473,,,,,1,,,,,552,
2626,,,,,9256,,,,,2909,,,,,50251,,,,,1578,
2627,,,,,98291,,,,,0,,,,,12317,,,,,7073,
2628,,,,,0,,,,,7846,,,,,2374,,,,,1126,
2629,,,,,115001,,,,,3878,,,,,1,,,,,3800,
2630,,,,,44777,,,,,25418,,,,,1,,,,,2127,
2631,,,,,157471,,,,,1597,,,,,1,,,,,8521,
2632,,,,,1,,,,,45603,,,,,1471,,,,,0,
2633,,,,,66692,,,,,7539,,,,,61450,,,,,8937,
2634,,,,,86252,,,,,178,,,,,11924,,,,,41873,
2635,,,,,110650,,,,,3479,,,,,3121,,,,,695,
2636,,,,,12200,,,,,309,,,,,118,,,,,13397,
2637,,,,,66436,,,,,2884,,,,,7800,,,,,3838,
2638,,,,,4889,,,,,3856,,,,,3066,,,,,230,
2639,,,,,1155,,,,,3931,,,,,5736,,,,,637,
2640,,,,,4865,,,,,7210,,,,,912,,,,,1709,
2641,,,,,858,,,,,6073,,,,,47376,,,,,115,
2642,,,,,3223,,,,,48583,,,,,6446,,,,,9269,
2643,,,,,8256,,,,,3576,,,,,4364,,,,,3588,
2644,,,,,1,,,,,4178,,,,,6778,,,,,50823,
2645,,,,,137,,,,,4999,,,,,1175,,,,,879,
2646,,,,,2174,,,,,86914,,,,,927,,,,,794,
2647,,,,,2161,,,,,0,,,,,862,,,,,1696,
2648,,,,,0,,,,,0,,,,,2067,,,,,3133,
2649,,,,,37208,,,,,0,,,,,1,,,,,0,
2650,,,,,27035,,,,,1,,,,,941,,,,,14321,
2651,,,,,346,,,,,1,,,,,2016,,,,,228,
2652,,,,,60276,,,,,8288,,,,,5404,,,,,6202,
2653,,,,,44295,,,,,76851,,,,,1,,,,,4304,
2654,,,,,2102,,,,,46710,,,,,1414,,,,,159,
2655,,,,,61943,,,,,72888,,,,,1,,,,,11687,
2656,,,,,70707,,,,,43771,,,,,1,,,,,5221,
2657,,,,,17552,,,,,15083,,,,,2367,,,,,8559,
2658,,,,,5898,,,,,23095,,,,,1,,,,,11975,
2659,,,,,0,,,,,40,,,,,1,,,,,14495,
2660,,,,,162,,,,,59,,,,,1,,,,,7690,
2661,,,,,0,,,,,79,,,,,1,,,,,7393,
2662,,,,,150,,,,,67,,,,,2,,,,,29,
2663,,,,,73223,,,,,74,,,,,761,,,,,1,
2664,,,,,3522,,,,,56076,,,,,8043,,,,,1,
2665,,,,,1408,,,,,12465,,,,,2750,,,,,2735,
2666,,,,,45778,,,,,74511,,,,,44939,,,,,6010,
2667,,,,,12890,,,,,0,,,,,4274,,,,,925,
2668,,,,,19104,,,,,13284,,,,,586,,,,,347,
2669,,,,,61,,,,,2041,,,,,1821,,,,,113,
2670,,,,,7775,,,,,5885,,,,,0,,,,,1,
2671,,,,,8433,,,,,52105,,,,,5403,,,,,605,
2672,,,,,65919,,,,,8166,,,,,3968,,,,,2957,
2673,,,,,1,,,,,729,,,,,337,,,,,1488,
2674,,,,,1,,,,,7282,,,,,2293,,,,,3550,
2675,,,,,39745,,,,,30,,,,,2234,,,,,7803,
2676,,,,,34042,,,,,41650,,,,,5444,,,,,9057,
2677,,,,,8096,,,,,47114,,,,,31369,,,,,3967,
2678,,,,,17186,,,,,187267,,,,,84337,,,,,72248,
2679,,,,,10683,,,,,47700,,,,,39091,,,,,18410,
2680,,,,,1200,,,,,3484,,,,,3241,,,,,2145,
2681,,,,,186924,,,,,3502,,,,,31986,,,,,68225,
2682,,,,,42298,,,,,460,,,,,10472,,,,,53354,
2683,,,,,2768,,,,,1506,,,,,35187,,,,,1781,
2684,,,,,1443,,,,,16579,,,,,4279,,,,,2239,
2685,,,,,8150,,,,,3659,,,,,10620,,,,,1415,
2686,,,,,3935,,,,,0,,,,,2449,,,,,4822,
2687,,,,,1698,,,,,21708,,,,,1676,,,,,1003,
2688,,,,,7395,,,,,41865,,,,,2558,,,,,795,
2689,,,,,24,,,,,5414,,,,,2054,,,,,1113,
2690,,,,,69498,,,,,8534,,,,,2558,,,,,160,
2691,,,,,16317,,,,,10355,,,,,818,,,,,16,
2692,,,,,77338,,,,,1,,,,,4330,,,,,100,
2693,,,,,0,,,,,1,,,,,9,,,,,911,
2694,,,,,17489,,,,,73718,,,,,2263,,,,,6,
2695,,,,,14595,,,,,12521,,,,,1187,,,,,2508,
2696,,,,,8842,,,,,2884,,,,,49482,,,,,188,
2697,,,,,2415,,,,,2949,,,,,2491,,,,,5014,
2698,,,,,23506,,,,,56232,,,,,19827,,,,,1145,
2699,,,,,19278,,,,,1804,,,,,1,,,,,11157,
2700,,,,,5792,,,,,14016,,,,,7395,,,,,16128,
2701,,,,,62744,,,,,7396,,,,,483,,,,,25350,
2702,,,,,9112,,,,,17500,,,,,52438,,,,,9319,
2703,,,,,12288,,,,,7068,,,,,1,,,,,3803,
2704,,,,,269463,,,,,33541,,,,,1,,,,,7,
2705,,,,,7205,,,,,3,,,,,2013,,,,,165,
2706,,,,,264,,,,,1701,,,,,10927,,,,,5072,
2707,,,,,48248,,,,,1787,,,,,0,,,,,1771,
2708,,,,,5075,,,,,15910,,,,,3950,,,,,2804,
2709,,,,,1,,,,,2455,,,,,10069,,,,,1,
2710,,,,,2502,,,,,2,,,,,2241,,,,,5301,
2711,,,,,32645,,,,,2269,,,,,4570,,,,,5445,
2712,,,,,1,,,,,1,,,,,612,,,,,2771,
2713,,,,,12375,,,,,1,,,,,1985,,,,,11310,
2714,,,,,21004,,,,,14610,,,,,2,,,,,1756,
2715,,,,,33980,,,,,382,,,,,9528,,,,,3060,
2716,,,,,30074,,,,,217118,,,,,46690,,,,,766,
2717,,,,,40400,,,,,82276,,,,,332,,,,,6663,
2718,,,,,5,,,,,0,,,,,8286,,,,,54,
2719,,,,,39656,,,,,12689,,,,,19474,,,,,26745,
2720,,,,,60640,,,,,13953,,,,,1706,,,,,9278,
2721,,,,,1184,,,,,8425,,,,,0,,,,,2550,
2722,,,,,159074,,,,,9256,,,,,19285,,,,,1,
2723,,,,,69145,,,,,91791,,,,,43012,,,,,1993,
2724,,,,,16825,,,,,6500,,,,,7279,,,,,8642,
2725,,,,,505,,,,,0,,,,,1005,,,,,16616,
2726,,,,,11606,,,,,36116,,,,,16,,,,,55336,
2727,,,,,46647,,,,,25110,,,,,17,,,,,4193,
2728,,,,,2,,,,,5241,,,,,1009,,,,,8928,
2729,,,,,0,,,,,48534,,,,,0,,,,,11094,
2730,,,,,2,,,,,9626,,,,,439,,,,,769,
2731,,,,,2,,,,,25371,,,,,2025,,,,,419,
2732,,,,,1,,,,,9780,,,,,10986,,,,,2675,
2733,,,,,0,,,,,157471,,,,,77730,,,,,4652,
2734,,,,,1,,,,,1,,,,,7919,,,,,3774,
2735,,,,,42228,,,,,66692,,,,,74321,,,,,8,
2736,,,,,2763,,,,,86252,,,,,7425,,,,,8,
2737,,,,,10443,,,,,5876,,,,,11703,,,,,9,
2738,,,,,14984,,,,,3179,,,,,1601,,,,,18,
2739,,,,,61448,,,,,13997,,,,,1,,,,,15,
2740,,,,,260,,,,,87598,,,,,1,,,,,12,
2741,,,,,2961,,,,,12200,,,,,1,,,,,27018,
2742,,,,,23976,,,,,66436,,,,,11863,,,,,21328,
2743,,,,,38288,,,,,4889,,,,,36818,,,,,454,
2744,,,,,107449,,,,,1155,,,,,11619,,,,,566,
2745,,,,,817,,,,,4865,,,,,4466,,,,,1130,
2746,,,,,1044,,,,,858,,,,,344,,,,,773,
2747,,,,,20908,,,,,1881,,,,,27,,,,,783,
2748,,,,,46085,,,,,1342,,,,,1130,,,,,4054,
2749,,,,,32736,,,,,8256,,,,,4643,,,,,15627,
2750,,,,,151,,,,,1,,,,,880,,,,,4050,
2751,,,,,139345,,,,,137,,,,,1,,,,,8678,
2752,,,,,4939,,,,,2174,,,,,2183,,,,,8038,
2753,,,,,7414,,,,,2161,,,,,10271,,,,,1,
2754,,,,,1730,,,,,0,,,,,15574,,,,,6652,
2755,,,,,7320,,,,,37208,,,,,36536,,,,,33227,
2756,,,,,1956,,,,,27035,,,,,244,,,,,1,
2757,,,,,0,,,,,346,,,,,4919,,,,,2,
2758,,,,,14583,,,,,60276,,,,,2642,,,,,1830,
2759,,,,,0,,,,,44295,,,,,10586,,,,,18458,
2760,,,,,1037,,,,,2102,,,,,131,,,,,7454,
2761,,,,,60181,,,,,61943,,,,,122,,,,,71447,
2762,,,,,10243,,,,,70707,,,,,1051,,,,,0,
2763,,,,,11986,,,,,17552,,,,,418,,,,,1,
2764,,,,,60444,,,,,1456,,,,,5503,,,,,1,
2765,,,,,74239,,,,,4442,,,,,19935,,,,,2,
2766,,,,,5477,,,,,0,,,,,45061,,,,,1,
2767,,,,,1439,,,,,162,,,,,404,,,,,1236,
2768,,,,,0,,,,,0,,,,,1,,,,,72662,
2769,,,,,0,,,,,150,,,,,130,,,,,727,
2770,,,,,8676,,,,,56725,,,,,1,,,,,8741,
2771,,,,,2042,,,,,16498,,,,,4487,,,,,1865,
2772,,,,,71172,,,,,245,,,,,154,,,,,1447,
2773,,,,,171278,,,,,3277,,,,,82,,,,,0,
2774,,,,,0,,,,,1408,,,,,142,,,,,976,
2775,,,,,0,,,,,45778,,,,,133,,,,,9583,
2776,,,,,45429,,,,,12890,,,,,281,,,,,545,
2777,,,,,38088,,,,,19104,,,,,363,,,,,2103,
2778,,,,,2269,,,,,61,,,,,498,,,,,10052,
2779,,,,,15227,,,,,621,,,,,125,,,,,1,
2780,,,,,0,,,,,3672,,,,,42,,,,,1274,
2781,,,,,9219,,,,,9188,,,,,3558,,,,,1228,
2782,,,,,5639,,,,,2727,,,,,10980,,,,,1,
2783,,,,,9952,,,,,22493,,,,,1,,,,,13063,
2784,,,,,8660,,,,,43426,,,,,1,,,,,29687,
2785,,,,,123266,,,,,1,,,,,14175,,,,,1,
2786,,,,,9498,,,,,1,,,,,7752,,,,,315,
2787,,,,,5,,,,,24118,,,,,1,,,,,192,
2788,,,,,10220,,,,,15627,,,,,1156,,,,,4057,
2789,,,,,127,,,,,4328,,,,,9795,,,,,9995,
2790,,,,,5772,,,,,29714,,,,,34585,,,,,442,
2791,,,,,72316,,,,,8096,,,,,10270,,,,,1449,
2792,,,,,10222,,,,,9017,,,,,10441,,,,,3175,
2793,,,,,2572,,,,,6462,,,,,63403,,,,,681,
2794,,,,,9385,,,,,13590,,,,,4904,,,,,1980,
2795,,,,,2549,,,,,24978,,,,,10111,,,,,131,
2796,,,,,0,,,,,161946,,,,,2706,,,,,5259,
2797,,,,,83865,,,,,3980,,,,,4139,,,,,4926,
2798,,,,,163051,,,,,38318,,,,,13690,,,,,3208,
2799,,,,,54978,,,,,2768,,,,,26127,,,,,2,
2800,,,,,56275,,,,,1443,,,,,4849,,,,,0,
2801,,,,,54068,,,,,1731,,,,,25599,,,,,310,
2802,,,,,1360,,,,,6419,,,,,12685,,,,,5114,
2803,,,,,84812,,,,,3935,,,,,974,,,,,1710,
2804,,,,,78863,,,,,1698,,,,,15007,,,,,5518,
2805,,,,,18617,,,,,7395,,,,,0,,,,,5269,
2806,,,,,1121,,,,,24,,,,,59228,,,,,1355,
2807,,,,,9995,,,,,2108,,,,,6197,,,,,32720,
2808,,,,,53183,,,,,1986,,,,,31273,,,,,5912,
2809,,,,,6,,,,,1,,,,,10283,,,,,63,
2810,,,,,1,,,,,65403,,,,,1,,,,,16482,
2811,,,,,15,,,,,16317,,,,,3,,,,,1571,
2812,,,,,10576,,,,,69,,,,,33489,,,,,1995,
2813,,,,,1,,,,,77269,,,,,5586,,,,,617,
2814,,,,,1,,,,,0,,,,,11967,,,,,3278,
2815,,,,,1,,,,,17489,,,,,69676,,,,,14892,
2816,,,,,2,,,,,2636,,,,,10483,,,,,8497,
2817,,,,,3,,,,,11959,,,,,16600,,,,,34247,
2818,,,,,83030,,,,,8842,,,,,13975,,,,,4183,
2819,,,,,165227,,,,,2415,,,,,12410,,,,,2970,
2820,,,,,5823,,,,,23506,,,,,26533,,,,,318,
2821,,,,,4436,,,,,19278,,,,,2178,,,,,1099,
2822,,,,,766,,,,,5792,,,,,2075,,,,,382,
2823,,,,,146604,,,,,2450,,,,,168,,,,,355,
2824,,,,,6940,,,,,2782,,,,,2212,,,,,946,
2825,,,,,7786,,,,,12650,,,,,1,,,,,748,
2826,,,,,12633,,,,,0,,,,,2016,,,,,1394,
2827,,,,,176147,,,,,44862,,,,,2481,,,,,690,
2828,,,,,113634,,,,,624,,,,,1493,,,,,11617,
2829,,,,,120120,,,,,8488,,,,,46,,,,,3161,
2830,,,,,2915,,,,,827,,,,,2222,,,,,5664,
2831,,,,,44477,,,,,11461,,,,,1279,,,,,227,
2832,,,,,314,,,,,4340,,,,,2989,,,,,9444,
2833,,,,,35324,,,,,14156,,,,,13017,,,,,4839,
2834,,,,,6236,,,,,119212,,,,,46635,,,,,6318,
2835,,,,,19535,,,,,110984,,,,,5361,,,,,31516,
2836,,,,,74525,,,,,6746,,,,,358,,,,,507,
2837,,,,,24,,,,,10602,,,,,20683,,,,,9692,
2838,,,,,8048,,,,,3423,,,,,4020,,,,,9693,
2839,,,,,2888,,,,,749,,,,,11271,,,,,2583,
2840,,,,,2400,,,,,6456,,,,,17460,,,,,1643,
2841,,,,,12007,,,,,264,,,,,36542,,,,,11534,
2842,,,,,58410,,,,,48248,,,,,9282,,,,,45,
2843,,,,,5964,,,,,5075,,,,,467,,,,,7628,
2844,,,,,729,,,,,1,,,,,10285,,,,,42006,
2845,,,,,76106,,,,,2502,,,,,2784,,,,,25426,
2846,,,,,15886,,,,,20753,,,,,31,,,,,0,
2847,,,,,33519,,,,,11892,,,,,1335,,,,,1020,
2848,,,,,65017,,,,,1,,,,,2013,,,,,1,
2849,,,,,360,,,,,12375,,,,,27180,,,,,5353,
2850,,,,,158401,,,,,1174,,,,,41392,,,,,1,
2851,,,,,76078,,,,,19830,,,,,32286,,,,,6128,
2852,,,,,2377,,,,,14412,,,,,210,,,,,48634,
2853,,,,,10904,,,,,0,,,,,57296,,,,,9793,
2854,,,,,380,,,,,9211,,,,,6294,,,,,7850,
2855,,,,,5735,,,,,1,,,,,1,,,,,2124,
2856,,,,,7825,,,,,10356,,,,,22426,,,,,1205,
2857,,,,,12345,,,,,28030,,,,,45937,,,,,24995,
2858,,,,,44282,,,,,2044,,,,,630,,,,,31016,
2859,,,,,6543,,,,,40400,,,,,3600,,,,,15580,
2860,,,,,0,,,,,5,,,,,46,,,,,86,
2861,,,,,4912,,,,,12469,,,,,10081,,,,,5505,
2862,,,,,17300,,,,,8419,,,,,14240,,,,,1308,
2863,,,,,6150,,,,,10006,,,,,45741,,,,,2272,
2864,,,,,4044,,,,,8762,,,,,11889,,,,,3136,
2865,,,,,41641,,,,,60640,,,,,3162,,,,,301,
2866,,,,,24518,,,,,1184,,,,,4003,,,,,2451,
2867,,,,,6205,,,,,6943,,,,,2500,,,,,605,
2868,,,,,0,,,,,81315,,,,,771,,,,,2348,
2869,,,,,2,,,,,63867,,,,,9338,,,,,15,
2870,,,,,4008,,,,,6949,,,,,3935,,,,,1269,
2871,,,,,5157,,,,,20058,,,,,480,,,,,3524,
2872,,,,,56396,,,,,35347,,,,,2754,,,,,759,
2873,,,,,98586,,,,,0,,,,,3326,,,,,3277,
2874,,,,,24354,,,,,2,,,,,4620,,,,,1,
2875,,,,,94886,,,,,2,,,,,1481,,,,,27,
2876,,,,,25892,,,,,1,,,,,42569,,,,,972,
2877,,,,,21387,,,,,0,,,,,1,,,,,196,
2878,,,,,4360,,,,,1,,,,,7064,,,,,6337,
2879,,,,,8024,,,,,13734,,,,,1168,,,,,3448,
2880,,,,,1,,,,,16825,,,,,10181,,,,,4688,
2881,,,,,20333,,,,,505,,,,,1479,,,,,47666,
2882,,,,,18034,,,,,11409,,,,,1595,,,,,1911,
2883,,,,,17145,,,,,197,,,,,1,,,,,117,
2884,,,,,32761,,,,,13035,,,,,2,,,,,0,
2885,,,,,8678,,,,,32,,,,,1,,,,,1268,
2886,,,,,32505,,,,,71752,,,,,4231,,,,,1988,
2887,,,,,31069,,,,,993,,,,,14,,,,,5977,
2888,,,,,40327,,,,,3071,,,,,12418,,,,,6808,
2889,,,,,35398,,,,,2763,,,,,13344,,,,,2744,
2890,,,,,21932,,,,,10443,,,,,1,,,,,2307,
2891,,,,,11,,,,,14984,,,,,1,,,,,8694,
2892,,,,,7,,,,,20317,,,,,33912,,,,,13247,
2893,,,,,4,,,,,36766,,,,,7917,,,,,1,
2894,,,,,15862,,,,,2418,,,,,993,,,,,1,
2895,,,,,61636,,,,,1903,,,,,1982,,,,,25900,
2896,,,,,3508,,,,,44,,,,,5070,,,,,1,
2897,,,,,7988,,,,,260,,,,,7099,,,,,1,
2898,,,,,152597,,,,,395,,,,,4202,,,,,1,
2899,,,,,0,,,,,2566,,,,,899,,,,,14775,
2900,,,,,910,,,,,18932,,,,,4906,,,,,2,
2901,,,,,49060,,,,,5044,,,,,70,,,,,14459,
2902,,,,,1,,,,,10064,,,,,3061,,,,,2543,
2903,,,,,1,,,,,28224,,,,,6564,,,,,47643,
2904,,,,,24680,,,,,16055,,,,,1554,,,,,6838,
2905,,,,,28934,,,,,70375,,,,,0,,,,,12408,
2906,,,,,643,,,,,10448,,,,,877,,,,,1100,
2907,,,,,12567,,,,,2341,,,,,2993,,,,,4027,
2908,,,,,14921,,,,,7306,,,,,56561,,,,,2302,
2909,,,,,3801,,,,,0,,,,,2237,,,,,1,
2910,,,,,48590,,,,,312,,,,,366,,,,,5406,
2911,,,,,5729,,,,,612,,,,,0,,,,,3481,
2912,,,,,16586,,,,,817,,,,,3191,,,,,825,
2913,,,,,394,,,,,1044,,,,,1942,,,,,17407,
2914,,,,,76191,,,,,8613,,,,,8625,,,,,898,
2915,,,,,8002,,,,,10909,,,,,3,,,,,22184,
2916,,,,,13925,,,,,1386,,,,,1391,,,,,14192,
2917,,,,,42943,,,,,128,,,,,1020,,,,,3,
2918,,,,,2879,,,,,38407,,,,,3418,,,,,1397,
2919,,,,,17705,,,,,7550,,,,,64827,,,,,2767,
2920,,,,,4832,,,,,3723,,,,,6544,,,,,1,
2921,,,,,52711,,,,,29013,,,,,7131,,,,,9602,
2922,,,,,175350,,,,,151,,,,,13593,,,,,370,
2923,,,,,142397,,,,,24,,,,,1,,,,,2376,
2924,,,,,1,,,,,139321,,,,,50356,,,,,1,
2925,,,,,34534,,,,,4939,,,,,14522,,,,,6928,
2926,,,,,126207,,,,,6590,,,,,66066,,,,,6881,
2927,,,,,0,,,,,824,,,,,3,,,,,1695,
2928,,,,,3809,,,,,1730,,,,,1770,,,,,4849,
2929,,,,,25029,,,,,3242,,,,,1233,,,,,2537,
2930,,,,,1,,,,,1,,,,,0,,,,,22692,
2931,,,,,1,,,,,4077,,,,,2193,,,,,37804,
2932,,,,,1,,,,,1956,,,,,1,,,,,24937,
2933,,,,,1,,,,,0,,,,,1,,,,,1915,
2934,,,,,13567,,,,,14583,,,,,13475,,,,,66471,
2935,,,,,877,,,,,0,,,,,7875,,,,,8477,
2936,,,,,20286,,,,,1037,,,,,0,,,,,11757,
2937,,,,,32476,,,,,60181,,,,,19305,,,,,8020,
2938,,,,,31420,,,,,2921,,,,,1521,,,,,17514,
2939,,,,,87393,,,,,0,,,,,10393,,,,,33226,
2940,,,,,1,,,,,191,,,,,24541,,,,,5856,
2941,,,,,5347,,,,,4,,,,,21818,,,,,11789,
2942,,,,,6818,,,,,85,,,,,249,,,,,599,
2943,,,,,1,,,,,3,,,,,4086,,,,,35,
2944,,,,,1,,,,,7039,,,,,12924,,,,,24434,
2945,,,,,1,,,,,72430,,,,,3,,,,,3183,
2946,,,,,1,,,,,74239,,,,,123,,,,,39942,
2947,,,,,3,,,,,5477,,,,,48,,,,,971,
2948,,,,,7684,,,,,1439,,,,,55346,,,,,827,
2949,,,,,5075,,,,,0,,,,,13942,,,,,306,
2950,,,,,252382,,,,,0,,,,,133,,,,,10061,
2951,,,,,1,,,,,8675,,,,,5446,,,,,0,
2952,,,,,4193,,,,,1,,,,,1112,,,,,1355,
